sentiment,message,tweetid
1,"RT @calvert_barbara: So can we all agree that climate change is REAL and start putting our minds, resources, and efforts together to do som…",667788
2,"RT @ScienceInsider: Analysis | Why the research into climate change in Africa is biased, and why it matters https://t.co/AVTV9OhUbW",218632
1,RT @StephenSchlegel: she's thinking about how she's going to die because your husband doesn't believe in climate change https://t.co/SjoFoNÃ¢â‚¬Â¦,799252
2,"Sanders, Perry spar over climate change https://t.co/A0mDoAnA8j https://t.co/KURRfFgF2P",343755
0,"RT @shitshowdotinfo: here's the ceo of GE, a company that gives money to jim inhofe - a senator who believes global warming is a hoax https…",368157
0,"@ChemicalEyeGuy it’s a bigger deal than climate change, because eventually, maybe, we can fix that.",919061
2,RT @SailForScience: Al Gore on why climate change is a national security threat https://t.co/ZQr7nUWsIT via @cbsnews #climatechange,164998
0,#trump More powerful icebreakers needed in Baltic Sea despite global warming https://t.co/5uwagCwZt7 #treason https://t.co/OVbCfU6jWQ,37652
1,RT @KevinBCook: Good pts but all need to see ClimateSci as Hard&amp;Fluid: Bret Stephens NYT column is classic climate change denialism: https:…,335928
1,"Thank you .@realDonaldTrump for single payer healthcare, $15 min wage, equal pay for women, &amp; Leadership on mitigating climate change. #NOT",317094
1,@lisamisabby i know. but apparently global warming is a myth and scientists don't know what they're talking about so guess we gon' die,633190
0,@bgardnerfanclub Spring may start earlier because of global warming. :/,236984
0,RT @FightingTories: Listen to Malcolm Turnbull on the politics of climate change https://t.co/QB5MGslNa3 https://t.co/tcIlPDPrFf,683043
1,And we just elected a president who believes that global warming is just a hoax created by China for their own persÃ¢â‚¬Â¦ https://t.co/G09QbjhGEJ,438159
1,"If coffee, chocolate, and wine aren't good enough reasons to try to stop climate change... #priorities https://t.co/Dz7KePn25P",629029
1,RT @BethLynch2020: Let me guess...it's the same reason Democrats don't really give a shit about climate change. https://t.co/Me5mWngwjm,547177
0,US has announced it will withdraw from the Paris climate accord. Over 33 thousand WikiLeaks docs on climate change: https://t.co/2YwRTgWeRB,357695
1,RT @GreenpeaceUK: Donald Trump bans officials from tweeting on climate change - but one national park spoke out anyway! 💪https://t.co/io33e…,356793
2,"RT @RealMuckmaker: On climate change, Scott Pruitt follows the lead of Vladimir Putin https://t.co/zaTRtUnqca",244729
0,RT @benitacanova: #TrumpRiot DNC staffer to Brazile 'IÃ¢â‚¬â„¢m going to die from climate change which is going to cut 40 years off my life expectÃ¢â‚¬Â¦,174073
2,"RT @nytimes: As global warming melts sea ice across the Arctic, shipping routes once thought impossible may open up by midcentur…",518660
0,@NHanKInsen Its 20 degrees here and global warming is not even on my list of things to be concerned about.,256498
1,"RT @AdamSchiffCA: Today, I march for science. Facts matter -- the earth is round, and climate change is real. Hope you'll join this f…",266966
1,RT @SenSanders: If we don't address climate change there'll be more conflict over limited resources. We must listen to scientists not fossiÃ¢â‚¬Â¦,415106
0,Pretty soon cars are gonna complain like bitches to one another....'omg my owner used reg unleaded' 'global warming is real' ....get a bike.,250474
1,RT @antoniodelotero: America voted for the man who said climate change was a hoax perpetuated by the Chinese... really America? #ElectionNiÃ¢â‚¬Â¦,67114
1,"RT @SueMinterVT: On the climate change, education &amp; standing up for middle class families, @BernieSanders explains why we needÃ¢â‚¬Â¦",160130
1,"RT @SaintxDick: Just look at what climate change is doing to our children, @MaxineVVaters DO SOMETHING #INPeach https://t.co/at4phsKGTa",588506
1,"A necessary tool in the long term economic growth, climate change and well-being of citizens #SmartCities https://t.co/ForARwEzYW #IoT",795723
0,Wish everyone in the Dakotas could hear truth on climate change from @NaomiOreskes @SDSU Brookings SD - April 4 7 pm https://t.co/dBpoav1YF4,949071
1,RT @TEDTalks: How to talk about climate change with skeptics: https://t.co/4ZXo0Qce0D,998150
1,"In other non-crazy news. This is what global warming looks like, unstable weather. Unpredictable weather. Extreme w… https://t.co/5ti1Vd2p8b",461635
1,"RT @NatGeoChannel: Watch #BeforeTheFlood right here, as @LeoDiCaprio travels the world to tackle climate change https://t.co/LkDehj3tNn httÃ¢â‚¬Â¦",920408
1,The stakes today... climate change doesn't get talked about enough https://t.co/J8S4D3LgAF,563449
2,Record-breaking climate change pushes world into ‘uncharted territory’ https://t.co/ZdLvKtfbpw,880213
1,"RT @GavinNewsom: A new report shows the average temp in US has risen rapidly since 1980. 

The time to act on climate change is now. https:…",640658
-1,"RT @SteveSGoddard: Forty years ago, the @nytimes blamed African drought and famine on global cooling. Now they blame global warming.… ",977942
2,RT @BBCBreaking: President Donald Trump signs executive order rolling back Obama-era rules aimed at tackling global warming https://t.co/dp…,708600
1,"RT @rhysam: So grandad, what did the politicians do when climate change began being irreversible?
Well, they passed a piece of coal around…",477615
1,RT @350: Scientists just published an entire study refuting all of Scott Pruitt's statements about climate change.…,885508
1,RT @chegossett: Thinking about climate change and how Trump admin will accelerate the pluralized global apocalypse of the Capitalocene &amp; PlÃ¢â‚¬Â¦,238028
-1,@magslol global warming is a Chinese hoax,767039
1,RT @SenatorDurbin: Denying CO2 is the primary contributor to global warming is like denying gravity keeps our feet on the ground—it go…,332345
1,"RT @Darthcoal: fam global warming is so real. 

Lagos is so hot rn",608398
2,The House says the military should be thinking about climate change. https://t.co/rQwN9rfCEg via @grist,383292
-1,RT @JunkScience: Gore Effect: It's snowing at the #PeoplesClimateMarch against global warming in Denver. https://t.co/QEzG5S8dOf,567356
2,RT @TheDailyShow: President Trump signs an executive order dismantling former President Obama’s efforts to combat climate change.…,754698
1,"RT @jessokfine: This Is Not Normal.
Help stop climate change: https://t.co/J7nNawuAPk
Support sexual education:Ã¢â‚¬Â¦",659637
1,RT @reeedss: i truly can't fathom how people still believe global warming doesn't exist https://t.co/0Y6EF0yPZm,631668
1,"I used to look the other way at climate change issues, till I had to pay attention. It's real and saddening. We are killing everything.",409811
0,"@bryanrwalsh I'm interested in the relationship between the Internet &amp; climate change, and I really enjoyed an article you wrote in Aug 2013",516957
2,RT @intlspectator: UNITED STATES: Trump is consulting on how to withdraw the US from the Paris climate change deal,329742
0,RT @JonathanToews: Do you believe in climate change? Whether you're super pumped that we are putting 'Americans… https://t.co/U4ix4jSkHl,800721
1,RT @BernieSanders: 'The concept of global warming was created by and for the Chinese in order to make U.S. manufacturing non-competitiÃ¢â‚¬Â¦,405758
1,RT @laurenkubiak: 'An EPA admin claiming CO2 isn't primary cause of climate change is like a US surgeon gen saying smoking isn't primary ca…,340554
-1,"RT @MissLizzyNJ: The tristate area had a blizzard on April 12, 1875. Was that due to global warming as well? https://t.co/eHeW8RhFIm",703862
1,"RT @theprospect: Hurricane Harvey was driven by climate change, but Trump won't see it that way writes @gurleygg https://t.co/1tsJl4RpXh",458103
1,Future climate change will affect plants and soil differently - EurekAlert (press release) https://t.co/eYip80EiNW,176955
1,RT @StephenSchlegel: she's thinking about how she's going to die because your husband doesn't believe in climate change https://t.co/SjoFoNÃ¢â‚¬Â¦,60773
1,RT @jgrammond: Speak softly and carry a hammer for smacking the hands of coworkers who say 'So much for global warming!',663047
-1,RT @cvpayne: Man-made climate change crowd barely restraining glee over successive hurricanes like Katrina aftermath. Another chance to hi…,708143
2,McCarthy urges scientists to raise their voices on climate change https://t.co/zSd9S1Ftsm,826009
2,RT @tufailelif: Trump to slash NASA's budget for monitoring climate change in favour of sending humans back to the moon and beyond https:/Ã¢â‚¬Â¦,190156
1,RT @_madisonwalsh_: if you don't believe in global warming come to tallahassee rn,979752
0,liberal: 'Can we maybe please try and stop global warming now?',950902
1,"RT @GhostPanther: Pence doesn't believe in climate change, evolution or that some ppl are born gay. Can't he just not believe he saw HamiltÃ¢â‚¬Â¦",500276
1,RT @woodzy123456: Everyone is whining about this election ... what about freaking global warming .. or issues that really matter...!!!,354949
1,"RT @darth: good thing this administration doesnt think climate change funding is a waste of your money

https://t.co/nC15EtpyMN",989597
1,RT @StephenSchlegel: she's thinking about how she's going to die because your husband doesn't believe in climate change https://t.co/SjoFoNÃ¢â‚¬Â¦,597265
0,"The US, the World and Climate Change: 33,608 climate change related documents from... https://t.co/aPiaFrsdVh by #wikileaks via @c0nvey",995920
1,RT @AliceLFord: 5 ways cities can fight climate change — with or without the Paris deal https://t.co/aubCQ0cC5M https://t.co/k23t1CO6v8,247196
1,"RT @NormOrnstein: Tillerson: ridiculous answers about Exxon lobbying against Russian sanctions, Exxon on climate change,Putin as war crimin…",967320
2,"RT @AppleNews: Our food supply is protected in a global seed vault — but the vault isn't safe from climate change, @WIRED reports…",50773
1,RT @AltNatParkSer: President Trump has called climate change a hoax &amp; the White House deleted the climate change policies on its website on…,161473
1,Climate denier and corporate bestie EPA chief Scott Pruitt says CO2 isn't main contributor to global warming https://t.co/dg13tkqLXf,123887
1,RT @PASmsu2: Lake response to climate change: water clarity may be as imp as air temp. New in L&amp;O Letters @aslo_org @kevcroseÃ¢â‚¬Â¦,983870
1,#AdoftheDay: Al Gore's stirring new climate change ad calls on world leaders. https://t.co/v5Tgo2a5uT https://t.co/Oj2aDYthtL,551958
1,"Also climate change. Apparently, we already gone past the point of no return and because of the president of the US doesn't believe in it.",53715
2,Worldwide momentum' on climate change despite Trump - UN official - Reuters https://t.co/eyKDbWLULA,695712
0,RT @yaboybillnye: all i wanna do is *gunshot* *gunshot* *gunshot* *gunshot* *click* *cash register noise* and talk climate change,562059
2,National park under fire for climate change tweets https://t.co/WWtwkfWokr https://t.co/LJxEDmuk47,728928
-1,This is word salad. Just spewing gibberish hoping some fools fall for your race hustling and climate change scam! S… https://t.co/A4jGA3x79M,408287
1,RT @BGraceBullock: Don't believe in climate change @realDonaldTrump? Come out west and breathe our air! @EPA @RogueEPAstaff @POTUS…,930381
1,RT @BernieSanders: 'The concept of global warming was created by and for the Chinese in order to make U.S. manufacturing non-competitiÃ¢â‚¬Â¦,645546
1,RT @ShadowBeatzInc: My president-elect thinks global warming is a hoax Ã°Å¸Ëœï†,10687
0,"RT @Forbes: Trump's foundation gave $59,125 to organizations that support climate change, LGBT issues, immigration &amp; minoritiesÃ¢â‚¬Â¦",296112
0,RT @AndrewDasNYT: Theo Epstein needs tougher challenges. Like climate change. Or the England job.,132193
1,RT @BettyFckinWhite: You know what is more damaging to Barron Trump than a tweet? Ignoring climate change. Someone should be fired for that.,208025
1,"Are we going to pretend climate change isn't a real thing, focusing on just 'our America' &amp; 'making it great again'?",10175
